country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
North Macedonia,MK,MKD,2077132,,1,2020-04-22,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,0,2020-02-11,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-08-18,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-02-27,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,18,2020-10-07,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,1,2020-08-11,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,2020-01-30,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-03-11,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,5,2020-08-05,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-02-13,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,249,2020-06-03,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-05-31,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-06-14,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,5,2020-08-03,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-01-29,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,2020-07-21,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,0,2020-04-03,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-02-16,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-07-02,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,2020-01-22,"Epidemic intelligence, national daily data"
